month,provider,resource_id,service,environment,owner_team,region,monthly_cost_gbp,cpu_avg_pct,memory_avg_pct,uptime_pct,storage_util_pct,monthly_requests,tag_compliant,reserved_coverage_pct,cost_anomaly
2026-07,AWS,RES-00732,EBS,Prod,Applications,us-east-1,65.58,,,80.8,17.9,,1,,0
2026-07,AWS,RES-00733,NAT Gateway,Prod,Platform,eu-west-2,66.19,,,70.0,,,1,,0
2026-07,AWS,RES-00734,RDS,Dev,Platform,eu-west-1,305.68,,,67.9,,,1,58.7,0
2026-07,AWS,RES-00735,EC2,Prod,Cloud Ops,eu-west-2,251.55,41.5,49.2,42.2,,,1,43.2,0
2026-07,AWS,RES-00736,EBS,Prod,Cloud Ops,us-east-1,83.33,,,63.6,52.1,,1,,0
2026-07,AWS,RES-00737,RDS,Prod,Cloud Ops,us-east-1,474.37,,,65.2,,,1,41.8,0
2026-07,Azure,RES-00738,SQL Database,Prod,Security,East US,308.24,,,39.3,,,0,65.0,0
2026-07,Azure,RES-00739,SQL Database,Prod,Data,UK South,836.86,,,79.0,,,1,79.8,1
2026-07,AWS,RES-00740,EC2,Prod,Security,eu-west-2,369.03,42.8,20.6,31.1,,,0,32.6,0
2026-07,AWS,RES-00741,EC2,Prod,Security,eu-west-1,316.01,16.8,24.2,83.3,,,1,46.9,0
2026-07,Azure,RES-00742,NAT Gateway,UAT,Platform,East US,68.72,,,74.9,,,1,,0
2026-07,AWS,RES-00743,EC2,UAT,Platform,eu-west-1,168.42,4.8,16.6,97.4,,,0,48.5,0
2026-07,AWS,RES-00744,EC2,Prod,Applications,eu-west-1,255.6,16.9,35.7,76.1,,,1,39.5,0
2026-07,AWS,RES-00745,EC2,Prod,Security,eu-west-2,317.13,22.0,12.7,70.4,,,1,94.7,0
2026-07,AWS,RES-00746,NAT Gateway,Dev,Applications,eu-west-1,90.2,,,98.1,,,1,,0
2026-07,Azure,RES-00747,Virtual Machines,UAT,Platform,East US,346.73,24.0,41.0,25.3,,,0,65.9,1
2026-07,Azure,RES-00748,Managed Disks,Prod,Security,East US,50.73,,,76.6,27.3,,1,,0
2026-07,Azure,RES-00749,Blob Storage,Prod,Platform,UK South,32.79,,,59.1,37.9,2601.0,1,,0
2026-07,Azure,RES-00750,NAT Gateway,Prod,Platform,East US,124.32,,,50.4,,,1,,0
2026-07,AWS,RES-00751,EBS,Dev,Cloud Ops,eu-west-1,44.27,,,92.8,70.2,,0,,0
2026-07,AWS,RES-00752,RDS,UAT,Data,eu-west-1,366.3,,,59.1,,,1,66.9,0
2026-07,Azure,RES-00753,Virtual Machines,Prod,Platform,UK South,204.46,18.1,59.5,98.4,,,1,27.6,0
2026-07,AWS,RES-00754,RDS,Prod,Applications,eu-west-2,390.18,,,43.8,,,1,63.3,0
2026-07,AWS,RES-00755,S3,UAT,Applications,us-east-1,59.32,,,48.0,26.6,164.0,1,,0
2026-07,AWS,RES-00756,EC2,UAT,Applications,us-east-1,281.29,43.6,26.0,90.8,,,1,87.2,1
2026-07,AWS,RES-00757,EC2,Dev,Security,us-east-1,666.93,53.9,6.8,56.2,,,1,20.4,1
2026-07,Azure,RES-00758,Managed Disks,UAT,Platform,UK South,72.21,,,86.9,48.3,,1,,0
2026-07,AWS,RES-00759,EBS,Prod,Data,eu-west-2,89.67,,,82.2,24.5,,1,,0
2026-07,AWS,RES-00760,EC2,Prod,Platform,eu-west-2,201.59,7.1,13.8,58.4,,,0,52.8,0
2026-07,Azure,RES-00761,Managed Disks,Prod,Platform,West Europe,176.71,,,47.2,75.0,,1,,0
2026-07,AWS,RES-00762,S3,Prod,Applications,us-east-1,51.49,,,57.9,20.6,3110.0,1,,0
2026-07,AWS,RES-00763,S3,Prod,Security,eu-west-2,33.41,,,47.5,11.6,814.0,1,,0
2026-07,Azure,RES-00764,Blob Storage,Prod,Platform,East US,65.51,,,74.1,62.7,1473.0,1,,0
2026-07,AWS,RES-00765,EBS,Prod,Security,us-east-1,124.0,,,72.6,13.5,,1,,0
2026-07,AWS,RES-00766,S3,Prod,Data,eu-west-1,33.69,,,42.1,79.2,455.0,1,,0
2026-07,AWS,RES-00767,EC2,Prod,Cloud Ops,eu-west-2,177.38,47.7,38.2,55.0,,,1,22.2,0
2026-07,Azure,RES-00768,Virtual Machines,Prod,Platform,West Europe,323.29,42.7,45.8,60.8,,,1,29.5,0
2026-07,AWS,RES-00769,RDS,Prod,Platform,us-east-1,297.51,,,71.3,,,1,43.0,0
2026-07,Azure,RES-00770,Virtual Machines,Dev,Platform,East US,235.65,6.7,10.2,89.0,,,0,50.2,0
2026-07,AWS,RES-00771,Load Balancer,Prod,Data,eu-west-2,30.96,,,99.1,,759.0,1,,0
2026-07,AWS,RES-00772,Load Balancer,Dev,Security,us-east-1,141.84,,,53.9,,548.0,1,,0
2026-07,Azure,RES-00773,Load Balancer,Prod,Applications,UK South,89.02,,,97.5,,1359.0,1,,0
2026-07,AWS,RES-00774,Load Balancer,Prod,Cloud Ops,eu-west-1,167.33,,,63.9,,916.0,1,,0
2026-07,Azure,RES-00775,SQL Database,Prod,Platform,West Europe,368.62,,,39.2,,,1,70.4,0
2026-07,AWS,RES-00776,Load Balancer,Prod,Cloud Ops,us-east-1,96.29,,,96.7,,429.0,1,,0
2026-07,Azure,RES-00777,Managed Disks,UAT,Data,UK South,119.46,,,66.8,24.8,,1,,0
2026-07,AWS,RES-00778,S3,Dev,Applications,eu-west-1,77.99,,,65.9,32.8,421.0,1,,1
2026-07,Azure,RES-00779,Managed Disks,Dev,Security,UK South,112.13,,,49.0,49.9,,1,,0
2026-07,Azure,RES-00780,NAT Gateway,Dev,Platform,UK South,60.43,,,37.9,,,1,,0
2026-07,Azure,RES-00781,Virtual Machines,Prod,Security,UK South,137.83,35.5,47.7,16.7,,,1,73.3,0
2026-07,AWS,RES-00782,S3,UAT,Data,us-east-1,72.65,,,52.7,30.3,1142.0,1,,0
2026-07,Azure,RES-00783,Load Balancer,UAT,Platform,West Europe,54.61,,,91.2,,417.0,1,,0
2026-07,AWS,RES-00784,EC2,UAT,Data,us-east-1,357.22,22.8,24.7,98.2,,,1,20.3,0
2026-07,AWS,RES-00785,EBS,Dev,Data,eu-west-2,30.41,,,78.6,14.5,,1,,0
2026-07,AWS,RES-00786,S3,Dev,Platform,eu-west-2,63.37,,,61.6,26.2,342.0,1,,0
2026-07,AWS,RES-00787,Load Balancer,Prod,Applications,us-east-1,57.15,,,94.4,,1015.0,1,,0
2026-07,Azure,RES-00788,Virtual Machines,Prod,Cloud Ops,UK South,297.99,25.3,48.2,19.4,,,0,68.8,0
2026-07,AWS,RES-00789,EBS,Dev,Applications,us-east-1,76.26,,,56.7,39.2,,1,,0
2026-07,AWS,RES-00790,EC2,Prod,Platform,us-east-1,304.11,21.9,42.0,80.8,,,1,2.2,0
2026-07,AWS,RES-00791,EC2,Prod,Security,eu-west-1,113.26,1.7,6.6,77.0,,,1,90.0,0
2026-07,Azure,RES-00792,Load Balancer,Prod,Platform,West Europe,47.6,,,32.9,,3714.0,1,,0
2026-07,AWS,RES-00793,S3,Dev,Applications,us-east-1,50.54,,,33.2,55.7,623.0,1,,0
2026-07,AWS,RES-00794,EC2,Prod,Data,us-east-1,213.96,43.5,26.7,95.5,,,1,87.5,0
2026-07,AWS,RES-00795,EBS,Prod,Security,eu-west-2,67.8,,,86.0,31.2,,1,,0
2026-07,AWS,RES-00796,EBS,Dev,Data,us-east-1,95.78,,,52.3,47.7,,1,,0
2026-07,Azure,RES-00797,NAT Gateway,Prod,Security,East US,138.27,,,70.4,,,1,,0
2026-07,Azure,RES-00798,Blob Storage,UAT,Data,East US,52.56,,,66.3,50.6,375.0,1,,0
2026-07,AWS,RES-00799,RDS,Prod,Security,us-east-1,485.92,,,87.6,,,1,94.8,0
2026-07,AWS,RES-00800,S3,UAT,Data,eu-west-1,30.67,,,52.2,39.1,1055.0,0,,0
2026-07,AWS,RES-00801,EBS,Prod,Applications,us-east-1,84.41,,,52.9,31.8,,1,,0
2026-07,Azure,RES-00802,Managed Disks,Prod,Data,UK South,111.57,,,99.1,55.8,,1,,0
2026-07,Azure,RES-00803,Virtual Machines,Dev,Data,East US,220.51,10.8,36.6,73.4,,,1,38.7,0
2026-07,Azure,RES-00804,NAT Gateway,Dev,Data,UK South,119.98,,,86.3,,,1,,1
2026-07,AWS,RES-00805,EBS,Dev,Cloud Ops,eu-west-1,36.03,,,62.1,9.5,,1,,0
2026-07,Azure,RES-00806,Virtual Machines,UAT,Platform,UK South,292.69,44.2,29.3,80.2,,,1,73.3,0
2026-07,Azure,RES-00807,SQL Database,Prod,Security,East US,583.26,,,72.3,,,1,82.3,0
2026-07,Azure,RES-00808,Managed Disks,Dev,Security,West Europe,92.05,,,95.8,22.8,,1,,0
2026-07,Azure,RES-00809,SQL Database,Prod,Security,UK South,137.17,,,64.9,,,1,4.5,0
2026-07,AWS,RES-00810,RDS,UAT,Platform,eu-west-2,637.54,,,70.1,,,1,42.4,1
2026-07,Azure,RES-00811,Load Balancer,Prod,Data,UK South,140.06,,,61.6,,240.0,1,,1
2026-07,Azure,RES-00812,Virtual Machines,UAT,Security,UK South,164.12,12.1,57.1,59.4,,,1,44.7,0
2026-07,AWS,RES-00813,EC2,Prod,Applications,eu-west-1,341.88,44.5,10.6,50.5,,,1,27.3,0
2026-07,Azure,RES-00814,Virtual Machines,Dev,Cloud Ops,West Europe,136.85,42.6,17.9,51.9,,,1,88.7,0
2026-07,Azure,RES-00815,Managed Disks,Prod,Platform,West Europe,42.46,,,82.3,20.2,,0,,0
2026-07,AWS,RES-00816,NAT Gateway,Dev,Cloud Ops,eu-west-1,307.58,,,65.2,,,1,,0
2026-07,AWS,RES-00817,EBS,Prod,Applications,us-east-1,52.91,,,39.1,13.3,,1,,0
2026-07,Azure,RES-00818,Managed Disks,Prod,Cloud Ops,East US,59.91,,,91.8,36.1,,1,,0
2026-07,Azure,RES-00819,Virtual Machines,Prod,Platform,West Europe,362.4,31.9,37.2,58.7,,,1,64.5,1
2026-07,Azure,RES-00820,Managed Disks,UAT,Data,East US,38.05,,,78.9,40.7,,1,,0
2026-07,AWS,RES-00821,S3,Prod,Applications,eu-west-2,27.79,,,58.7,61.5,1827.0,1,,0
2026-07,AWS,RES-00822,EC2,Prod,Platform,eu-west-1,89.45,58.5,54.8,20.5,,,1,29.2,0
2026-07,Azure,RES-00823,Managed Disks,Dev,Cloud Ops,East US,117.4,,,53.8,71.7,,0,,0
2026-07,Azure,RES-00824,Blob Storage,Dev,Platform,West Europe,62.14,,,33.6,48.6,885.0,1,,0
2026-07,Azure,RES-00825,Virtual Machines,Dev,Security,West Europe,166.84,46.7,37.6,58.7,,,1,97.8,0
2026-07,Azure,RES-00826,Load Balancer,UAT,Platform,East US,56.98,,,53.6,,954.0,1,,0
2026-07,AWS,RES-00827,Load Balancer,UAT,Data,us-east-1,135.6,,,31.2,,10751.0,1,,0
2026-07,Azure,RES-00828,Managed Disks,UAT,Cloud Ops,UK South,47.92,,,89.4,21.9,,1,,0
2026-07,AWS,RES-00829,RDS,Dev,Data,us-east-1,368.72,,,53.1,,,1,6.1,0
2026-07,AWS,RES-00830,EC2,Prod,Data,eu-west-1,203.24,16.8,61.8,46.1,,,1,16.3,0
2026-07,AWS,RES-00831,EC2,Prod,Security,us-east-1,301.89,36.9,18.9,42.8,,,1,17.2,0
2026-07,Azure,RES-00832,SQL Database,Prod,Security,East US,411.1,,,93.6,,,1,5.9,0
2026-07,AWS,RES-00833,Load Balancer,Prod,Applications,eu-west-1,113.91,,,75.5,,601.0,1,,0
2026-07,AWS,RES-00834,Load Balancer,Dev,Cloud Ops,eu-west-2,263.78,,,66.5,,1130.0,1,,0
2026-07,Azure,RES-00835,Virtual Machines,Dev,Cloud Ops,UK South,102.65,26.0,15.5,24.6,,,1,54.9,0
2026-07,AWS,RES-00836,S3,UAT,Applications,eu-west-1,31.04,,,85.1,49.5,945.0,1,,0
2026-07,AWS,RES-00837,RDS,Dev,Platform,us-east-1,211.62,,,73.9,,,1,11.4,0
2026-07,AWS,RES-00838,EC2,Prod,Cloud Ops,eu-west-2,176.18,16.0,18.3,78.1,,,0,24.5,0
2026-07,AWS,RES-00839,EBS,Prod,Platform,eu-west-2,95.62,,,91.9,35.3,,0,,0
2026-07,Azure,RES-00840,Blob Storage,UAT,Data,East US,76.43,,,91.4,37.4,421.0,1,,0
